,S1,0,0,1,1,0,1574901240,
,S2,0,0,1,1,1,1574901240,
,S3,1,0,1,1,0,1574901240,
,S1,1,1,0,1,0,1574901360,
,S2,1,0,1,1,0,1574901360,
,S3,0,0,0,1,0,1574901360,
,S1,1,1,1,0,0,1574901480,
,S2,1,0,0,0,1,1574901480,
,S3,1,0,1,0,1,1574901480,
,S1,1,0,1,1,1,1574901600,
,S2,1,1,0,1,0,1574901600,
,S3,1,0,0,0,0,1574901600,
,S1,0,1,0,0,0,1574901720,
,S2,0,0,1,1,0,1574901720,
,S3,1,0,1,1,1,1574901720,
,S1,1,1,1,0,0,1574901840,
,S2,1,1,0,0,0,1574901840,
,S3,1,1,0,1,1,1574901840,
,S1,0,1,1,0,1,1574901960,
,S2,1,0,1,0,1,1574901960,
,S3,0,0,1,1,0,1574901960,
,S1,0,1,0,1,0,1574902080,
,S2,0,0,1,1,0,1574902080,
,S3,0,0,1,1,0,1574902080,
,S1,0,0,1,1,1,1574902200,
,S2,1,1,0,0,1,1574902200,
,S3,1,1,0,1,1,1574902200,
,S1,0,0,0,1,0,1574902320,
,S2,0,0,1,0,1,1574902320,
,S3,1,0,1,1,1,1574902320,
,S1,0,1,1,0,1,1574902440,
,S2,0,1,0,1,1,1574902440,
,S3,0,0,1,0,0,1574902440,
,S1,0,1,0,0,0,1574902560,
,S2,1,1,0,1,1,1574902560,
,S3,0,0,0,0,1,1574902560,
,S1,1,0,0,1,0,1574902680,
,S2,0,1,0,1,0,1574902680,
,S3,1,0,0,1,1,1574902680,
,S1,1,0,1,0,1,1574902800,
,S2,0,0,1,1,1,1574902800,
,S3,0,0,1,1,0,1574902800,
,S1,0,1,1,0,0,1574902920,
,S2,0,0,0,0,0,1574902920,
,S3,0,1,0,0,0,1574902920,
,S1,0,1,0,0,0,1574903040,
,S2,0,1,1,0,0,1574903040,
,S3,0,1,0,0,0,1574903040,
,S1,1,1,0,0,0,1574903160,
,S2,1,1,0,0,1,1574903160,
,S3,0,0,1,0,0,1574903160,
,S1,0,0,1,1,1,1574903280,
,S2,1,0,0,1,0,1574903280,
,S3,1,0,0,0,0,1574903280,
,S1,1,1,0,1,1,1574903400,
,S2,1,1,0,1,1,1574903400,
,S3,0,0,1,1,0,1574903400,
,S1,1,0,1,1,0,1574903520,
,S2,1,0,1,0,1,1574903520,
,S3,1,1,1,1,0,1574903520,
,S1,0,1,1,1,1,1574903640,
,S2,0,1,1,1,0,1574903640,
,S3,1,0,1,1,0,1574903640,
,S1,0,0,1,0,0,1574903760,
,S2,1,1,0,0,0,1574903760,
,S3,1,1,0,1,0,1574903760,
,S1,1,0,0,0,0,1574903880,
,S2,1,1,1,0,1,1574903880,
,S3,0,0,0,0,0,1574903880,
,S1,0,1,0,0,1,1574904000,
,S2,1,0,1,0,1,1574904000,
,S3,0,1,0,0,0,1574904000,
,S1,1,1,1,1,1,1574904120,
,S2,0,1,1,1,1,1574904120,
,S3,0,1,1,1,1,1574904120,
,S1,1,0,0,1,0,1574904240,
,S2,0,1,1,0,1,1574904240,
,S3,1,0,0,1,1,1574904240,
,S1,0,1,0,0,0,1574904360,
,S2,1,0,0,0,0,1574904360,
,S3,1,1,0,1,1,1574904360,
,S1,1,0,0,0,1,1574904480,
,S2,1,1,0,1,0,1574904480,
,S3,0,0,0,0,0,1574904480,
,S1,0,0,1,1,1,1574904600,
,S2,1,1,0,1,0,1574904600,
,S3,0,0,0,0,0,1574904600,
,S1,1,0,0,0,0,1574904720,
,S2,0,0,0,0,1,1574904720,
,S3,0,0,0,0,0,1574904720,
,S1,0,1,0,0,0,1574904840,
,S2,0,1,1,1,0,1574904840,
,S3,1,1,0,0,0,1574904840,
,S1,0,1,1,1,1,1574904960,
,S2,1,1,1,1,0,1574904960,
,S3,0,1,1,1,1,1574904960,
,S1,1,1,0,1,1,1574905080,
,S2,1,0,1,1,0,1574905080,
,S3,1,1,0,1,0,1574905080,
,S1,1,1,0,1,0,1574905200,
,S2,0,1,1,0,0,1574905200,
,S3,1,1,1,0,0,1574905200,
,S1,0,0,0,0,1,1574905320,
,S2,1,1,0,1,1,1574905320,
,S3,0,1,1,0,1,1574905320,
,S1,0,1,0,1,1,1574905440,
,S2,0,0,1,0,0,1574905440,
,S3,1,0,1,0,0,1574905440,
,S1,0,0,0,1,0,1574905560,
,S2,1,0,0,1,0,1574905560,
,S3,1,0,0,1,1,1574905560,
,S1,1,0,1,1,1,1574905680,
,S2,0,0,0,1,1,1574905680,
,S3,0,1,0,0,1,1574905680,
,S1,0,1,1,0,0,1574905800,
,S2,1,0,0,0,1,1574905800,
,S3,1,1,1,0,0,1574905800,
,S1,0,0,1,1,1,1574905920,
,S2,1,0,0,0,1,1574905920,
,S3,0,1,0,1,1,1574905920,
,S1,0,0,1,1,1,1574906040,
,S2,1,1,1,0,0,1574906040,
,S3,1,1,1,1,0,1574906040,
,S1,1,1,1,1,0,1574906160,
,S2,0,0,0,1,0,1574906160,
,S3,0,1,0,1,0,1574906160,
,S1,0,0,0,1,1,1574906280,
,S2,1,0,0,1,0,1574906280,
,S3,0,0,0,0,1,1574906280,
,S1,1,0,0,1,0,1574906400,
,S2,0,0,0,0,1,1574906400,
,S3,1,1,0,1,0,1574906400,
,S1,1,0,0,1,1,1574906520,
,S2,0,1,1,1,1,1574906520,
,S3,0,0,1,0,0,1574906520,
,S1,1,0,1,1,0,1574906640,
,S2,1,1,1,0,1,1574906640,
,S3,1,0,1,0,0,1574906640,
,S1,0,0,1,1,1,1574906760,
,S2,1,1,0,1,1,1574906760,
,S3,0,0,0,1,0,1574906760,
,S1,1,1,0,0,0,1574906880,
,S2,1,1,1,1,1,1574906880,
,S3,0,0,0,1,0,1574906880,
,S1,0,0,0,0,0,1574907000,
,S2,0,1,0,1,1,1574907000,
,S3,0,1,0,1,0,1574907000,
,S1,1,0,1,1,0,1574907120,
,S2,0,0,0,1,1,1574907120,
,S3,1,1,0,1,1,1574907120,
,S1,0,1,0,1,1,1574907240,
,S2,1,1,0,1,0,1574907240,
,S3,1,1,1,1,1,1574907240,
,S1,1,0,1,0,1,1574907360,
,S2,0,0,0,0,0,1574907360,
,S3,0,1,0,1,0,1574907360,
,S1,0,0,0,1,0,1574907480,
,S2,0,0,0,0,1,1574907480,
,S3,1,0,0,0,1,1574907480,
,S1,1,0,0,0,1,1574907600,
,S2,1,0,1,1,1,1574907600,
,S3,0,1,0,1,1,1574907600,
,S1,0,1,1,1,0,1574907720,
,S2,0,0,1,1,0,1574907720,
,S3,0,0,1,1,0,1574907720,
,S1,1,1,0,0,0,1574907840,
,S2,1,0,0,0,0,1574907840,
,S3,1,0,0,0,0,1574907840,
,S1,0,0,0,1,1,1574907960,
,S2,0,1,1,1,0,1574907960,
,S3,0,0,1,0,0,1574907960,
,S1,0,1,1,1,1,1574908080,
,S2,0,0,0,1,0,1574908080,
,S3,0,0,0,1,1,1574908080,
,S1,1,1,0,1,0,1574908200,
,S2,1,1,1,0,1,1574908200,
,S3,0,0,1,1,1,1574908200,
,S1,0,0,1,0,1,1574908320,
,S2,1,0,1,0,1,1574908320,
,S3,1,1,1,0,0,1574908320,
,S1,1,1,0,1,1,1574908440,
,S2,0,1,0,1,1,1574908440,
,S3,0,0,1,0,1,1574908440,
,S1,0,0,0,1,1,1574908560,
,S2,0,0,1,0,1,1574908560,
,S3,0,0,1,0,1,1574908560,
,S1,0,1,1,0,0,1574908680,
,S2,1,1,0,0,1,1574908680,
,S3,1,1,1,1,0,1574908680,
,S1,1,1,0,0,1,1574908800,
,S2,1,1,0,0,1,1574908800,
,S3,1,0,0,1,1,1574908800,
,S1,1,1,1,1,0,1574908920,
,S2,1,0,0,1,0,1574908920,
,S3,1,0,1,1,1,1574908920,
,S1,1,1,1,1,0,1574909040,
,S2,0,0,0,1,0,1574909040,
,S3,1,1,0,1,0,1574909040,
,S1,0,0,1,1,1,1574909160,
,S2,1,1,0,0,0,1574909160,
,S3,0,1,1,1,0,1574909160,
,S1,1,0,0,0,0,1574909280,
,S2,1,0,1,0,0,1574909280,
,S3,1,1,0,0,0,1574909280,
,S1,0,1,1,1,0,1574909400,
,S2,0,0,0,0,0,1574909400,
,S3,1,0,1,1,0,1574909400,
,S1,1,1,0,1,0,1574909520,
,S2,1,0,1,0,1,1574909520,
,S3,0,1,0,1,1,1574909520,
,S1,1,0,1,1,1,1574909640,
,S2,1,0,1,1,1,1574909640,
,S3,1,1,1,1,1,1574909640,
,S1,1,1,1,1,1,1574909760,
,S2,1,1,1,1,0,1574909760,
,S3,1,0,1,1,0,1574909760,
,S1,1,1,0,1,1,1574909880,
,S2,0,0,1,1,0,1574909880,
,S3,0,0,0,1,1,1574909880,
,S1,0,0,0,1,0,1574910000,
,S2,1,1,1,1,1,1574910000,
,S3,1,0,0,0,0,1574910000,
,S1,1,0,0,0,0,1574910120,
,S2,1,0,1,1,1,1574910120,
,S3,0,0,1,0,0,1574910120,
,S1,1,0,0,1,0,1574910240,
,S2,0,1,1,0,0,1574910240,
,S3,1,0,1,0,0,1574910240,
,S1,0,1,0,0,1,1574910360,
,S2,1,0,0,0,1,1574910360,
,S3,1,0,0,0,0,1574910360,
,S1,0,0,0,0,1,1574910480,
,S2,1,1,0,0,0,1574910480,
,S3,0,1,0,1,0,1574910480,
,S1,0,1,1,1,1,1574910600,
,S2,1,0,1,1,1,1574910600,
,S3,1,0,1,0,1,1574910600,
,S1,0,1,0,0,1,1574910720,
,S2,1,0,0,1,1,1574910720,
,S3,0,1,1,0,1,1574910720,
,S1,0,0,1,1,1,1574910840,
,S2,1,1,0,0,0,1574910840,
,S3,1,0,0,1,0,1574910840,
,S1,0,0,1,1,1,1574910960,
,S2,0,1,0,0,1,1574910960,
,S3,0,0,0,0,0,1574910960,
,S1,0,0,1,1,0,1574911080,
,S2,1,0,1,0,0,1574911080,
,S3,1,0,0,1,1,1574911080,
,S1,0,1,0,1,1,1574911200,
,S2,1,0,0,0,0,1574911200,
,S3,0,0,0,0,1,1574911200,
,S1,0,1,0,0,0,1574911320,
,S2,1,1,0,0,0,1574911320,
,S3,0,1,0,0,0,1574911320,
,S1,1,1,0,0,0,1574911440,
,S2,1,1,0,1,1,1574911440,
,S3,0,1,1,1,0,1574911440,
,S1,1,1,0,1,1,1574911560,
,S2,0,1,0,0,0,1574911560,
,S3,1,0,0,1,1,1574911560,
,S1,0,1,1,0,0,1574911680,
,S2,0,0,1,1,1,1574911680,
,S3,1,1,1,0,0,1574911680,
,S1,0,1,0,0,1,1574911800,
,S2,0,0,1,1,0,1574911800,
,S3,1,1,1,1,1,1574911800,
,S1,0,0,0,1,1,1574911920,
,S2,1,1,1,0,0,1574911920,
,S3,0,0,0,0,0,1574911920,
,S1,1,0,1,0,1,1574912040,
,S2,1,1,1,0,1,1574912040,
,S3,0,1,0,1,0,1574912040,
,S1,0,1,0,0,0,1574912160,
,S2,1,1,1,1,0,1574912160,
,S3,1,1,0,0,1,1574912160,
,S1,1,1,1,0,1,1574912280,
,S2,0,1,1,1,1,1574912280,
,S3,0,1,1,1,1,1574912280,
,S1,1,0,1,0,1,1574912400,
,S2,0,1,0,0,1,1574912400,
,S3,0,1,0,0,0,1574912400,
,S1,1,1,0,0,1,1574912520,
,S2,0,0,1,0,0,1574912520,
,S3,0,1,0,1,0,1574912520,
,S1,0,0,1,1,1,1574912640,
,S2,0,0,1,1,1,1574912640,
,S3,0,1,1,0,1,1574912640,
,S1,0,1,0,1,1,1574912760,
,S2,1,0,1,1,0,1574912760,
,S3,0,0,1,1,1,1574912760,
,S1,1,0,1,0,0,1574912880,
,S2,1,1,1,0,1,1574912880,
,S3,1,1,0,1,0,1574912880,
,S1,0,1,0,1,1,1574913000,
,S2,0,1,1,0,0,1574913000,
,S3,0,1,1,0,0,1574913000,
,S1,0,0,0,0,0,1574913120,
,S2,1,1,0,1,0,1574913120,
,S3,0,1,0,1,1,1574913120,
,S1,1,1,1,0,0,1574913240,
,S2,0,1,0,1,1,1574913240,
,S3,1,0,0,0,1,1574913240,
,S1,0,1,1,0,0,1574913360,
,S2,1,1,1,0,1,1574913360,
,S3,1,0,1,0,1,1574913360,
,S1,0,1,0,1,0,1574913480,
,S2,1,1,0,1,1,1574913480,
,S3,1,0,0,1,0,1574913480,
,S1,0,0,1,0,1,1574913600,
,S2,1,0,1,0,0,1574913600,
,S3,0,1,1,0,0,1574913600,
,S1,0,0,1,1,1,1574913720,
,S2,1,0,1,0,0,1574913720,
,S3,0,0,0,0,1,1574913720,
,S1,0,1,0,0,0,1574913840,
,S2,1,1,0,0,0,1574913840,
,S3,1,0,0,1,1,1574913840,
,S1,1,0,1,1,1,1574913960,
,S2,0,1,1,0,0,1574913960,
,S3,0,1,1,1,0,1574913960,
,S1,0,0,0,1,0,1574914080,
,S2,0,1,1,0,0,1574914080,
,S3,1,0,1,1,0,1574914080,
,S1,0,0,1,0,0,1574914200,
,S2,1,0,1,0,1,1574914200,
,S3,0,1,0,1,0,1574914200,
,S1,1,1,1,1,0,1574914320,
,S2,0,0,1,0,0,1574914320,
,S3,1,1,1,1,0,1574914320,
,S1,0,0,0,1,0,1574914440,
,S2,0,1,0,0,1,1574914440,
,S3,0,0,0,1,1,1574914440,
,S1,0,0,0,0,1,1574914560,
,S2,1,0,1,1,0,1574914560,
,S3,0,1,1,0,0,1574914560,
,S1,1,1,0,0,1,1574914680,
,S2,0,1,1,0,1,1574914680,
,S3,1,1,0,0,1,1574914680,
,S1,1,1,1,0,0,1574914800,
,S2,1,0,0,0,1,1574914800,
,S3,0,0,0,1,1,1574914800,
,S1,1,1,0,1,0,1574914920,
,S2,0,0,0,0,0,1574914920,
,S3,1,0,1,1,1,1574914920,
,S1,1,1,0,0,1,1574915040,
,S2,1,1,1,0,1,1574915040,
,S3,0,1,1,0,1,1574915040,
,S1,0,0,1,0,0,1574915160,
,S2,1,0,1,1,0,1574915160,
,S3,0,0,1,0,1,1574915160,
,S1,0,0,1,0,1,1574915280,
,S2,1,1,1,0,1,1574915280,
,S3,0,0,1,0,0,1574915280,
,S1,1,0,0,0,0,1574915400,
,S2,0,0,0,1,1,1574915400,
,S3,1,1,1,1,0,1574915400,
,S1,1,0,1,0,0,1574915520,
,S2,0,0,1,0,1,1574915520,
,S3,1,1,0,1,0,1574915520,
,S1,0,1,1,1,0,1574915640,
,S2,0,1,1,1,1,1574915640,
,S3,1,1,0,0,1,1574915640,
,S1,0,1,1,0,1,1574915760,
,S2,0,0,1,1,0,1574915760,
,S3,0,0,0,0,0,1574915760,
,S1,1,0,1,1,1,1574915880,
,S2,1,0,0,0,0,1574915880,
,S3,0,0,1,1,1,1574915880,
,S1,0,0,0,0,0,1574916000,
,S2,0,0,1,0,1,1574916000,
,S3,0,1,0,1,0,1574916000,
,S1,0,1,1,0,1,1574916120,
,S2,0,1,1,1,1,1574916120,
,S3,1,1,1,0,0,1574916120,
,S1,0,1,0,0,1,1574916240,
,S2,1,1,1,1,0,1574916240,
,S3,0,0,1,0,1,1574916240,
,S1,0,0,0,1,0,1574916360,
,S2,1,0,0,0,1,1574916360,
,S3,1,0,1,0,1,1574916360,
,S1,1,0,1,1,0,1574916480,
,S2,1,1,1,0,1,1574916480,
,S3,0,1,0,1,1,1574916480,
,S1,0,0,0,1,0,1574916600,
,S2,0,1,1,1,0,1574916600,
,S3,1,1,0,0,0,1574916600,
,S1,0,1,1,1,1,1574916720,
,S2,0,0,0,0,1,1574916720,
,S3,1,0,0,0,1,1574916720,
,S1,1,1,0,0,0,1574916840,
,S2,1,0,0,1,0,1574916840,
,S3,0,0,0,1,1,1574916840,
,S1,0,0,0,0,1,1574916960,
,S2,0,1,0,0,1,1574916960,
,S3,1,1,0,0,0,1574916960,
,S1,1,1,1,1,0,1574917080,
,S2,0,1,0,0,1,1574917080,
,S3,1,1,1,1,1,1574917080,
,S1,1,0,1,1,0,1574917200,
,S2,1,0,1,1,1,1574917200,
,S3,1,1,0,1,1,1574917200,
,S1,1,0,1,1,0,1574917320,
,S2,1,0,0,1,0,1574917320,
,S3,1,0,0,0,1,1574917320,
,S1,1,0,0,0,0,1574917440,
,S2,0,0,0,1,0,1574917440,
,S3,1,0,1,1,0,1574917440,
,S1,1,0,0,1,1,1574917560,
,S2,1,1,1,1,0,1574917560,
,S3,1,1,0,0,0,1574917560,
,S1,0,1,0,1,1,1574917680,
,S2,1,1,1,0,1,1574917680,
,S3,1,1,1,1,0,1574917680,
,S1,1,0,1,1,1,1574917800,
,S2,0,1,1,1,0,1574917800,
,S3,0,1,0,1,0,1574917800,
,S1,0,1,1,1,0,1574917920,
,S2,0,0,0,1,0,1574917920,
,S3,0,1,1,0,1,1574917920,
,S1,1,0,0,1,1,1574918040,
,S2,0,0,0,0,1,1574918040,
,S3,1,1,1,0,1,1574918040,
,S1,1,1,0,0,0,1574918160,
,S2,1,1,1,1,0,1574918160,
,S3,0,0,0,0,1,1574918160,
,S1,0,1,1,1,0,1574918280,
,S2,0,0,1,1,1,1574918280,
,S3,1,0,1,0,0,1574918280,
,S1,0,1,1,1,1,1574918400,
,S2,1,0,0,0,0,1574918400,
,S3,0,0,1,0,1,1574918400,
,S1,0,1,1,0,0,1574918520,
,S2,0,0,0,0,0,1574918520,
,S3,0,0,0,1,1,1574918520,
,S1,0,1,1,0,0,1574918640,
,S2,1,0,0,0,0,1574918640,
,S3,0,0,0,0,0,1574918640,
,S1,1,1,1,0,0,1574918760,
,S2,1,1,0,0,1,1574918760,
,S3,1,1,1,1,1,1574918760,
,S1,0,0,0,0,0,1574918880,
,S2,0,1,1,0,0,1574918880,
,S3,0,1,1,1,1,1574918880,
,S1,1,1,1,0,1,1574919000,
,S2,0,0,0,0,0,1574919000,
,S3,1,1,0,0,1,1574919000,
,S1,1,1,0,0,0,1574919120,
,S2,0,0,1,1,1,1574919120,
,S3,0,0,0,0,1,1574919120,
,S1,0,1,1,0,0,1574919240,
,S2,1,0,1,1,1,1574919240,
,S3,1,1,0,1,0,1574919240,
,S1,1,0,0,1,0,1574919360,
,S2,1,0,1,1,0,1574919360,
,S3,1,0,0,0,1,1574919360,
,S1,1,1,0,1,1,1574919480,
,S2,1,0,0,1,1,1574919480,
,S3,1,1,0,1,0,1574919480,
,S1,1,1,0,0,0,1574919600,
,S2,1,1,0,0,1,1574919600,
,S3,1,0,1,0,0,1574919600,
,S1,1,0,0,0,1,1574919720,
,S2,0,0,1,0,0,1574919720,
,S3,1,1,1,1,0,1574919720,
,S1,0,0,1,0,1,1574919840,
,S2,0,1,1,1,1,1574919840,
,S3,1,0,1,0,1,1574919840,
,S1,1,1,1,1,1,1574919960,
,S2,0,1,0,1,1,1574919960,
,S3,1,0,0,1,0,1574919960,
,S1,1,0,1,1,0,1574920080,
,S2,1,0,1,0,1,1574920080,
,S3,0,1,0,1,0,1574920080,
,S1,0,1,0,0,0,1574920200,
,S2,0,0,0,0,0,1574920200,
,S3,1,0,0,0,0,1574920200,
,S1,1,0,1,1,1,1574920320,
,S2,1,0,0,0,0,1574920320,
,S3,1,0,0,0,0,1574920320,
,S1,1,0,0,0,0,1574920440,
,S2,0,1,0,0,1,1574920440,
,S3,0,0,0,0,1,1574920440,
,S1,0,0,1,1,0,1574920560,
,S2,1,0,0,1,0,1574920560,
,S3,1,0,1,1,0,1574920560,
,S1,1,0,0,0,1,1574920680,
,S2,1,0,0,1,0,1574920680,
,S3,1,1,0,1,0,1574920680,
,S1,1,1,0,0,1,1574920800,
,S2,1,1,1,0,0,1574920800,
,S3,1,0,1,1,0,1574920800,
,S1,0,1,1,0,0,1574920920,
,S2,1,1,1,1,0,1574920920,
,S3,1,0,1,0,0,1574920920,
,S1,1,0,0,0,0,1574921040,
,S2,0,0,1,1,1,1574921040,
,S3,0,1,0,1,1,1574921040,
,S1,1,1,1,0,0,1574921160,
,S2,1,0,1,1,0,1574921160,
,S3,0,0,1,0,1,1574921160,
,S1,0,1,0,0,0,1574921280,
,S2,1,0,0,1,0,1574921280,
,S3,0,1,1,0,1,1574921280,
,S1,1,1,0,0,0,1574921400,
,S2,0,1,1,1,0,1574921400,
,S3,0,1,1,1,0,1574921400,
,S1,1,1,0,0,1,1574921520,
,S2,1,1,1,1,0,1574921520,
,S3,1,0,0,1,1,1574921520,
,S1,0,0,0,1,1,1574921640,
,S2,1,1,0,1,0,1574921640,
,S3,1,0,0,1,1,1574921640,
,S1,1,1,1,1,0,1574921760,
,S2,0,1,1,0,0,1574921760,
,S3,0,1,1,0,0,1574921760,
,S1,0,0,0,1,0,1574921880,
,S2,1,1,0,1,1,1574921880,
,S3,0,1,1,1,0,1574921880,
,S1,1,1,0,0,0,1574922000,
,S2,0,0,0,0,1,1574922000,
,S3,1,1,1,0,1,1574922000,
,S1,1,1,0,1,1,1574922120,
,S2,1,1,0,0,0,1574922120,
,S3,1,0,0,1,0,1574922120,
,S1,0,0,0,1,1,1574922240,
,S2,0,0,0,1,0,1574922240,
,S3,0,1,1,0,0,1574922240,
,S1,0,1,0,0,1,1574922360,
,S2,1,1,0,1,1,1574922360,
,S3,1,1,1,0,1,1574922360,
,S1,1,1,0,0,1,1574922480,
,S2,1,0,0,1,1,1574922480,
,S3,0,1,0,1,1,1574922480,
,S1,1,0,0,1,1,1574922600,
,S2,0,0,1,1,1,1574922600,
,S3,0,1,0,0,1,1574922600,
,S1,0,0,0,0,1,1574922720,
,S2,0,0,0,0,0,1574922720,
,S3,0,0,1,1,1,1574922720,
,S1,1,1,0,0,1,1574922840,
,S2,1,1,1,0,1,1574922840,
,S3,0,0,1,1,0,1574922840,
,S1,0,1,1,0,1,1574922960,
,S2,0,0,0,1,0,1574922960,
,S3,0,0,0,0,0,1574922960,
,S1,0,1,1,1,0,1574923080,
,S2,0,0,0,0,0,1574923080,
,S3,1,0,1,1,0,1574923080,
,S1,0,0,0,1,1,1574923200,
,S2,0,0,1,0,0,1574923200,
,S3,1,0,0,0,0,1574923200,
,S1,0,1,0,1,1,1574923320,
,S2,1,0,1,1,0,1574923320,
,S3,0,0,1,0,1,1574923320,
,S1,0,0,1,1,0,1574923440,
,S2,0,1,0,1,0,1574923440,
,S3,0,1,0,1,1,1574923440,
,S1,0,1,1,1,1,1574923560,
,S2,0,1,1,1,0,1574923560,
,S3,1,0,1,1,0,1574923560,
,S1,0,0,1,1,0,1574923680,
,S2,1,0,1,0,1,1574923680,
,S3,0,0,0,1,0,1574923680,
,S1,1,1,0,1,1,1574923800,
,S2,1,0,0,0,1,1574923800,
,S3,0,0,1,0,0,1574923800,
,S1,1,1,0,0,0,1574923920,
,S2,0,1,1,0,1,1574923920,
,S3,0,0,1,0,1,1574923920,
,S1,1,0,0,0,0,1574924040,
,S2,0,1,0,1,0,1574924040,
,S3,1,1,1,0,1,1574924040,
,S1,1,0,0,0,1,1574924160,
,S2,1,0,1,0,0,1574924160,
,S3,1,1,0,0,1,1574924160,
,S1,0,0,1,1,0,1574924280,
,S2,0,1,1,1,1,1574924280,
,S3,1,0,0,0,1,1574924280,
,S1,1,0,0,0,0,1574924400,
,S2,1,1,1,1,0,1574924400,
,S3,0,1,1,0,1,1574924400,
,S1,0,1,0,0,0,1574924520,
,S2,1,0,0,0,1,1574924520,
,S3,0,0,1,0,0,1574924520,
,S1,1,0,0,1,0,1574924640,
,S2,1,1,0,1,0,1574924640,
,S3,1,1,1,0,1,1574924640,
,S1,0,1,0,0,1,1574924760,
,S2,1,1,0,1,1,1574924760,
,S3,1,0,0,0,0,1574924760,
,S1,0,1,1,1,0,1574924880,
,S2,1,0,0,0,1,1574924880,
,S3,0,0,0,1,1,1574924880,
,S1,0,1,1,1,1,1574925000,
,S2,0,0,1,0,0,1574925000,
,S3,1,1,1,0,1,1574925000,
,S1,1,0,0,0,0,1574925120,
,S2,0,1,1,1,1,1574925120,
,S3,0,0,0,1,0,1574925120,
,S1,1,1,0,0,0,1574925240,
,S2,1,1,0,1,1,1574925240,
,S3,0,1,1,1,1,1574925240,
,S1,1,1,1,0,0,1574925360,
,S2,1,1,1,1,1,1574925360,
,S3,1,1,1,0,0,1574925360,
,S1,1,1,1,1,1,1574925480,
,S2,1,1,0,0,1,1574925480,
,S3,0,1,0,0,1,1574925480,
,S1,0,0,1,0,1,1574925600,
,S2,0,1,0,0,1,1574925600,
,S3,1,0,1,1,0,1574925600,
,S1,1,1,0,0,1,1574925720,
,S2,1,0,1,1,1,1574925720,
,S3,1,1,0,1,0,1574925720,
,S1,0,1,1,0,1,1574925840,
,S2,0,1,0,1,1,1574925840,
,S3,1,1,0,1,1,1574925840,
,S1,0,1,1,1,1,1574925960,
,S2,1,1,0,0,1,1574925960,
,S3,0,0,1,0,1,1574925960,
,S1,0,1,1,1,1,1574926080,
,S2,1,1,1,1,0,1574926080,
,S3,1,1,0,0,0,1574926080,
,S1,0,1,0,0,1,1574926200,
,S2,0,1,1,1,1,1574926200,
,S3,0,0,1,0,0,1574926200,
,S1,0,0,1,0,0,1574926320,
,S2,0,0,1,1,1,1574926320,
,S3,1,1,1,0,0,1574926320,
,S1,1,1,0,0,0,1574926440,
,S2,0,0,1,0,1,1574926440,
,S3,0,1,0,1,0,1574926440,
,S1,1,1,0,0,1,1574926560,
,S2,1,1,0,1,0,1574926560,
,S3,0,1,0,1,1,1574926560,
,S1,0,1,1,1,1,1574926680,
,S2,1,0,0,1,0,1574926680,
,S3,1,1,1,0,0,1574926680,
,S1,1,1,1,1,1,1574926800,
,S2,0,1,1,0,1,1574926800,
,S3,1,0,1,0,1,1574926800,
,S1,1,0,0,0,1,1574926920,
,S2,0,0,0,1,0,1574926920,
,S3,0,1,1,0,1,1574926920,
,S1,1,0,0,0,1,1574927040,
,S2,1,1,0,0,1,1574927040,
,S3,1,0,0,0,0,1574927040,
